                             Electron density <n>, 1.0000000
                                             d<n>, 0.0000000
                         Double occupancy <n+ n->, 0.1294126
                                         d<n+ n->, 0.0002384
                           ZZ AF Structure Factor, 3.2819070
                           Sq.Magnetization <m^2>, 0.7411748
                                           d<m^2>, 0.0027303
                                             Hkin,-1.3254256
                                            dHkin, 0.0028576
                                             Hint, 0.5176503
                                                E, 1.1922247
                                 Average sign <s>, 1.0000000
