                             Electron density <n>, 0.6762678
                                             d<n>, 0.0366148
                         Double occupancy <n+ n->, 0.0667470
                                         d<n+ n->, 0.0034815
                           ZZ AF Structure Factor, 0.5427738
                           Sq.Magnetization <m^2>, 0.5427738
                                           d<m^2>, 0.0860096
                                             Hkin,-30.9322135
                                            dHkin, 1.6725114
                                             Hint, 1.0012044
                                                E,-24.8590009
                                 Average sign <s>, 0.7083333
