                             Electron density <n>, 0.7057889
                                             d<n>,       nan
                         Double occupancy <n+ n->, 0.0990186
                                         d<n+ n->,       nan
                           ZZ AF Structure Factor, 0.5077517
                           Sq.Magnetization <m^2>, 0.5077517
                                           d<m^2>,       nan
                                             Hkin,-35.4641584
                                            dHkin,       nan
                                             Hint, 0.7921485
                                                E,-31.8488545
                                 Average sign <s>, 0.8125000
