                             Electron density <n>, 0.7647843
                                             d<n>,       nan
                         Double occupancy <n+ n->, 0.0751878
                                         d<n+ n->,       nan
                           ZZ AF Structure Factor, 0.6144087
                           Sq.Magnetization <m^2>, 0.6144087
                                           d<m^2>,       nan
                                             Hkin,-25.2396407
                                            dHkin,       nan
                                             Hint, 1.1278171
                                                E,-18.3759411
                                 Average sign <s>, 0.7500000
